Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)";Data de atualização
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;;;;;Leves;;Médios;;Pesados;;Metano;Etano;Propano;Iso-Butano;Butano;Iso-Pentano;n-Pentano;Hexanos;Heptanos;Octanos;Nonanos;Decanos;Undecanos;Oxigênio;Nitrogênio;Gás Carbônico;;;;
;;;;;;;;;;;;;;;;;;;;;;Corte;Volume;Corte;Volume;Corte;Volume;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;7-MLS-211H-RJS;7MLS211HRJS;MARLIM SUL;Petrobras;480000037249774;2023/03;3.166,9893;0,0000;3.166,9893;71,7806;0,0000;71,7806;2.217,31700;17.943,3594;PETROBRAS 51;UEP;625;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-230D-RJS;7MLS230DRJS;MARLIM SUL;Petrobras;480000037249774;2023/03;3.067,2082;0,0000;3.067,2082;48,7296;0,0000;48,7296;1.505,26700;21,1936;PETROBRAS 51;UEP;645;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-93HP-RJS;7MLS93HPRJS;MARLIM SUL;Petrobras;480000037249774;2023/03;2.766,6598;0,0000;2.766,6598;54,7624;0,0000;54,7624;1.691,61900;9.215,8692;PETROBRAS 51;UEP;649;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-163HP-RJS;7MLS163HPRJS;MARLIM SUL;Petrobras;480000037249774;2023/03;4.889,3854;0,0000;4.889,3854;38,2356;0,0000;38,2356;1.181,10400;13.115,7421;PETROBRAS 56;UEP;744;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-21HP-RJS;7MLS21HPRJS;MARLIM SUL;Petrobras;480000037249774;2023/03;1.398,3341;0,0000;1.398,3341;26,5478;0,0000;26,5478;820,06600;6.163,1507;PETROBRAS 40;UEP;560;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-45HP-RJS;7MLS45HPRJS;MARLIM SUL;Petrobras;480000037249774;2023/03;3.766,2910;0,0000;3.766,2910;18,3668;0,0000;18,3668;567,35400;4.045,0383;PETROBRAS 40;UEP;657;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-30HP-RJS;7MLS30HPRJS;MARLIM SUL;Petrobras;480000037249774;2023/03;2.093,0396;0,0000;2.093,0396;54,8773;0,0000;54,8773;1.695,17000;4.330,1381;PETROBRAS 40;UEP;652;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-169HP-RJS;7MLS169HPRJS;MARLIM SUL;Petrobras;480000037249774;2023/03;916,5649;0,0000;916,5649;24,7345;0,0000;24,7345;764,05400;3.766,3940;PETROBRAS 40;UEP;518;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-167HPA-RJS;7MLS167HPARJS;MARLIM SUL;Petrobras;480000037249774;2023/03;1.625,8228;0,0000;1.625,8228;83,7313;0,0000;83,7313;2.586,47400;5.085,7440;PETROBRAS 40;UEP;523;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-51HP-RJS;7MLS51HPRJS;MARLIM SUL;Petrobras;480000037249774;2023/03;1.263,0194;0,0000;1.263,0194;10,0735;0,0000;10,0735;311,17000;3.405,2212;PETROBRAS 40;UEP;559;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-189HP-RJS;7MLS189HPRJS;MARLIM SUL;Petrobras;480000037249774;2023/03;2.183,6652;0,0000;2.183,6652;94,6542;0,0000;94,6542;2.923,88600;20.256,8596;PETROBRAS 56;UEP;744;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-208HA-RJS;7MLS208HARJS;MARLIM SUL;Petrobras;480000037249774;2023/03;3.198,5906;0,0000;3.198,5906;72,9223;0,0000;72,9223;2.252,58200;4.392,6548;PETROBRAS 51;UEP;595;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-209HA-RJS;7MLS209HARJS;MARLIM SUL;Petrobras;480000037249774;2023/03;1.267,0772;0,0000;1.267,0772;21,8525;0,0000;21,8525;675,02700;9.082,1099;PETROBRAS 51;UEP;619;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-157H-RJS;7MLS157HRJS;MARLIM SUL;Petrobras;480000037249774;2023/03;5.094,6664;0,0000;5.094,6664;43,6010;0,0000;43,6010;1.346,84100;18.853,9447;PETROBRAS 56;UEP;696;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-63HPA-RJS;7MLS63HPARJS;MARLIM SUL;Petrobras;480000037249774;2023/03;119,2307;0,0000;119,2307;2,6305;0,0000;2,6305;81,25800;517,5118;PETROBRAS 51;UEP;24;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Campos;7-MLS-117HP-RJS;7MLS117HPRJS;MARLIM SUL;Petrobras;480000037249774;2023/03;1.032,8935;0,0000;1.032,8935;22,1744;0,0000;22,1744;684,97000;9.715,0167;PETROBRAS 51;UEP;569;2023/02;Marlim Sul;22,2;< 290ºC;28.4%;290ºC a 380ºC;13.9%;> 380ºC;57.7%;77,22;8,07;6,44;1,12;2,43;0,63;0,83;0,66;0,52;0,32;0,12;0,02;0;0;0,56;1,06;2,04569;533,49686;39717,3134;09/05/2023
Rio de Janeiro;Santos;7-ATL-2HP-RJS;7-ATL-2HP-RJS;ATLANTA;Enauta Energia;480000035739791;2023/03;120,1232;0,0000;120,1232;0,8167;0,0000;0,8167;25,05700;73,6232;Petrojarl 1;UEP;17;2021/02;ATLANTA;13,9;< 290ºC;6.6%;290ºC a 380ºC;93.4%;> 380ºC;0%;;;;;;;;;;;;;;;;;;;;09/05/2023
Espírito Santo;Campos;7-ARGO-13H-ESS;7ARGO13HESS;ARGONAUTA;Shell Brasil;480000035529711;2023/03;3.351,5386;0,0000;3.351,5386;33,4714;0,0000;33,4714;1.026,90100;8.983,6565;FPSO ESPIRITO SANTO;UEP;744;2021/02;Ostra;18,1;< 290ºC;15.55%;290ºC a 380ºC;16.62%;> 380ºC;67.83%;85,6669;4,23068;0,70579;0,65674;0,34068;0,44998;0,10748;0,46981;0,51263;0,24605;0,10929;0;0;0;0,36366;6,14031;2,18613;550,20827;36415,4608;09/05/2023
Espírito Santo;Espírito Santo;7-CAN-1D-ESS;7CAN1DESS;CANGOÁ;3R Petroleum Off;480000039029721;2023/03;0,0000;0,0000;0,0000;5,9645;0,0000;5,9645;184,90100;0,0000;Unidade de Tratamento de Gás de Cacimbas - UTGC;INSTALACAO EMB/DESEMB;38;;;;< ºC;%;;%;> ºC;%;92,09;2,33;1,15;0,28;0,41;0,16;0,13;0,14;0,1;0,02;0,03;0,01;0;0;1,65;1,5;2,05726;534,88463;37179,6475;09/05/2023
Rio de Janeiro;Campos;7-PRG-82H-RJS;BMC7C4;PEREGRINO;Equinor Brasil;486100038872000;2023/03;9.160,9869;0,0000;9.160,9869;42,2581;0,0000;42,2581;1.309,26700;99,4186;PEREGRINO C;UEP;625;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-5H-RJS;BMC7B18;PEREGRINO;Equinor Brasil;486100038872000;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Peregrino B;UEP;0;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-55H-RJS;BMC7A28;PEREGRINO;Equinor Brasil;486100038872000;2023/03;3.032,8066;0,0000;3.032,8066;2,6462;0,0000;2,6462;81,98700;2.433,4711;Peregrino A;UEP;655;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Espírito Santo;Campos;7-NAU-2H-ESS;7NAU2HESS;ARGONAUTA;Shell Brasil;480000035529711;2023/03;449,1265;0,0000;449,1265;4,2667;0,0000;4,2667;130,90300;779,9196;FPSO ESPIRITO SANTO;UEP;194;2021/02;Ostra;18,1;< 290ºC;15.55%;290ºC a 380ºC;16.62%;> 380ºC;67.83%;85,6669;4,23068;0,70579;0,65674;0,34068;0,44998;0,10748;0,46981;0,51263;0,24605;0,10929;0;0;0;0,36366;6,14031;2,18613;550,20827;36415,4608;09/05/2023
Espírito Santo;Campos;7-ARGO-20H-ESS;7-ARGO-20H-ESS;ARGONAUTA;Shell Brasil;480000035529711;2023/03;1.069,6567;0,0000;1.069,6567;10,8711;0,0000;10,8711;333,52400;1.300,5473;FPSO ESPIRITO SANTO;UEP;167;2021/02;Ostra;18,1;< 290ºC;15.55%;290ºC a 380ºC;16.62%;> 380ºC;67.83%;85,6669;4,23068;0,70579;0,65674;0,34068;0,44998;0,10748;0,46981;0,51263;0,24605;0,10929;0;0;0;0,36366;6,14031;2,18613;550,20827;36415,4608;09/05/2023
Espírito Santo;Campos;7-ARGO-19H-ESS;7-ARGO-19H-ESS;ARGONAUTA;Shell Brasil;480000035529711;2023/03;2.947,9917;0,0000;2.947,9917;27,6118;0,0000;27,6118;847,13100;5.640,4934;FPSO ESPIRITO SANTO;UEP;744;2021/02;Ostra;18,1;< 290ºC;15.55%;290ºC a 380ºC;16.62%;> 380ºC;67.83%;85,6669;4,23068;0,70579;0,65674;0,34068;0,44998;0,10748;0,46981;0,51263;0,24605;0,10929;0;0;0;0,36366;6,14031;2,18613;550,20827;36415,4608;09/05/2023
Espírito Santo;Campos;7-ARGO-18H-ESS;7-ARGO-18H-ESS;ARGONAUTA;Shell Brasil;480000035529711;2023/03;251,3544;0,0000;251,3544;1,0845;0,0000;1,0845;33,27300;686,7115;FPSO ESPIRITO SANTO;UEP;161;2021/02;Ostra;18,1;< 290ºC;15.55%;290ºC a 380ºC;16.62%;> 380ºC;67.83%;85,6669;4,23068;0,70579;0,65674;0,34068;0,44998;0,10748;0,46981;0,51263;0,24605;0,10929;0;0;0;0,36366;6,14031;2,18613;550,20827;36415,4608;09/05/2023
Espírito Santo;Campos;7-ARGO-17H-ESS;7ARGO17HESS;ARGONAUTA;Shell Brasil;480000035529711;2023/03;3,4614;0,0000;3,4614;0,0493;0,0000;0,0493;1,51300;117,9534;FPSO ESPIRITO SANTO;UEP;2;2021/02;Ostra;18,1;< 290ºC;15.55%;290ºC a 380ºC;16.62%;> 380ºC;67.83%;85,6669;4,23068;0,70579;0,65674;0,34068;0,44998;0,10748;0,46981;0,51263;0,24605;0,10929;0;0;0;0,36366;6,14031;2,18613;550,20827;36415,4608;09/05/2023
Espírito Santo;Campos;7-NAU-4H-ESS;7NAU4HESS;ARGONAUTA;Shell Brasil;480000035529711;2023/03;772,2963;0,0000;772,2963;7,3518;0,0000;7,3518;225,55300;126,3318;FPSO ESPIRITO SANTO;UEP;191;2021/02;Ostra;18,1;< 290ºC;15.55%;290ºC a 380ºC;16.62%;> 380ºC;67.83%;85,6669;4,23068;0,70579;0,65674;0,34068;0,44998;0,10748;0,46981;0,51263;0,24605;0,10929;0;0;0;0,36366;6,14031;2,18613;550,20827;36415,4608;09/05/2023
Espírito Santo;Campos;7-NAU-3H-ESS;7NAU3HESS;ARGONAUTA;Shell Brasil;480000035529711;2023/03;281,4156;0,0000;281,4156;2,5398;0,0000;2,5398;77,92000;106,7279;FPSO ESPIRITO SANTO;UEP;190;2021/02;Ostra;18,1;< 290ºC;15.55%;290ºC a 380ºC;16.62%;> 380ºC;67.83%;85,6669;4,23068;0,70579;0,65674;0,34068;0,44998;0,10748;0,46981;0,51263;0,24605;0,10929;0;0;0;0,36366;6,14031;2,18613;550,20827;36415,4608;09/05/2023
Espírito Santo;Campos;7-ARGO-4HC-ESS;7ARGO4HCESS;ARGONAUTA;Shell Brasil;480000035529711;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;FPSO ESPIRITO SANTO;UEP;0;2021/02;Ostra;18,1;< 290ºC;15.55%;290ºC a 380ºC;16.62%;> 380ºC;67.83%;85,6669;4,23068;0,70579;0,65674;0,34068;0,44998;0,10748;0,46981;0,51263;0,24605;0,10929;0;0;0;0,36366;6,14031;2,18613;550,20827;36415,4608;09/05/2023
Espírito Santo;Campos;7-NAU-1H-ESS;7NAU1HESS;ARGONAUTA;Shell Brasil;480000035529711;2023/03;979,2061;0,0000;979,2061;9,5634;0,0000;9,5634;293,40300;23,9985;FPSO ESPIRITO SANTO;UEP;193;2021/02;Ostra;18,1;< 290ºC;15.55%;290ºC a 380ºC;16.62%;> 380ºC;67.83%;85,6669;4,23068;0,70579;0,65674;0,34068;0,44998;0,10748;0,46981;0,51263;0,24605;0,10929;0;0;0;0,36366;6,14031;2,18613;550,20827;36415,4608;09/05/2023
Rio de Janeiro;Campos;7-PRG-51H-RJS;BMC7B21;PEREGRINO;Equinor Brasil;486100038872000;2023/03;524,5655;0,0000;524,5655;0,5834;0,0000;0,5834;18,07400;2.132,2172;Peregrino B;UEP;159;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-70H-RJS;BMC7A26;PEREGRINO;Equinor Brasil;486100038872000;2023/03;7.939,8546;0,0000;7.939,8546;6,4302;0,0000;6,4302;199,22500;819,1132;Peregrino A;UEP;698;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-57H-RJS;BMC7A27;PEREGRINO;Equinor Brasil;486100038872000;2023/03;8.711,0312;0,0000;8.711,0312;7,6750;0,0000;7,6750;237,79200;3.561,3576;Peregrino A;UEP;688;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-63H-RJS;BMC7A5;PEREGRINO;Equinor Brasil;486100038872000;2023/03;1.863,7687;0,0000;1.863,7687;3,1087;0,0000;3,1087;96,31500;8.109,8416;Peregrino A;UEP;652;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-62H-RJS;BMC7A6;PEREGRINO;Equinor Brasil;486100038872000;2023/03;6.243,4937;0,0000;6.243,4937;5,4445;0,0000;5,4445;168,68400;537,7674;Peregrino A;UEP;674;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-67H-RJS;BMC7A7;PEREGRINO;Equinor Brasil;486100038872000;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Peregrino A;UEP;0;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-3H-RJS;BMC7A08;PEREGRINO;Equinor Brasil;486100038872000;2023/03;1.507,2771;0,0000;1.507,2771;3,3712;0,0000;3,3712;104,44900;7.095,8076;Peregrino A;UEP;509;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-19HA-RJS;BMC7A09T2;PEREGRINO;Equinor Brasil;486100038872000;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Peregrino A;UEP;0;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-43H-RJS;BMC7A10;PEREGRINO;Equinor Brasil;486100038872000;2023/03;1.814,9245;0,0000;1.814,9245;3,1891;0,0000;3,1891;98,80600;4.732,1877;Peregrino A;UEP;523;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-31H-RJS;BMC7A12;PEREGRINO;Equinor Brasil;486100038872000;2023/03;4.577,2664;0,0000;4.577,2664;3,3095;0,0000;3,3095;102,53500;297,9311;Peregrino A;UEP;663;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-34HP-RJS;BMC7A13B;PEREGRINO;Equinor Brasil;486100038872000;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Peregrino A;UEP;0;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-52HP-RJS;BMC7A4A;PEREGRINO;Equinor Brasil;486100038872000;2023/03;536,1747;0,0000;536,1747;0,6531;0,0000;0,6531;20,23400;4.691,5171;Peregrino A;UEP;232;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-81H-RJS;BMC7A16A;PEREGRINO;Equinor Brasil;486100038872000;2023/03;20,4023;0,0000;20,4023;0,0163;0,0000;0,0163;0,50500;0,2189;Peregrino A;UEP;6;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-56H-RJS;BMC7A15;PEREGRINO;Equinor Brasil;486100038872000;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Peregrino A;UEP;0;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-74H-RJS;BMC7A25;PEREGRINO;Equinor Brasil;486100038872000;2023/03;5.244,5765;0,0000;5.244,5765;4,1338;0,0000;4,1338;128,07500;54,1338;Peregrino A;UEP;676;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-PRG-27H-RJS;BMC7A22;PEREGRINO;Equinor Brasil;486100038872000;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Peregrino A;UEP;0;2015/07;peregrino;13,42;< 290ºC;16.7%;290ºC a 380ºC;12.58%;> 380ºC;70.72%;74,103;4,0978;5,7663;1,9047;3,0016;1,5068;1,3039;0,4506;0,1372;0,0272;0,0109;0,008;0;0,5397;6,0973;1,045;2,10663;540,81568;35764,9291;09/05/2023
Rio de Janeiro;Campos;7-FR-54H-RJS;ODP4;FRADE;Petro Rio Jaguar;480000038969720;2023/03;14.056,1894;0,0000;14.056,1894;153,1219;0,0000;153,1219;4.740,99500;0,0000;FPSO FRADE;UEP;739;2021/02;Frade;19,5;< 290ºC;22.3%;290ºC a 380ºC;16.5%;> 380ºC;61.2%;92,988;4,4186;1,699;0,2605;0,308;0,0853;0,078;0,029;0;0;0;0;0;0;0,1329;0;1,98211;525,90507;38958,6059;09/05/2023
Rio de Janeiro;Campos;7-FR-34HP-RJS;ODP3;FRADE;Petro Rio Jaguar;480000038969720;2023/03;715,2955;0,0000;715,2955;7,5886;0,0000;7,5886;234,96000;5,5330;FPSO FRADE;UEP;712;2021/02;Frade;19,5;< 290ºC;22.3%;290ºC a 380ºC;16.5%;> 380ºC;61.2%;92,988;4,4186;1,699;0,2605;0,308;0,0853;0,078;0,029;0;0;0;0;0;0;0,1329;0;1,98211;525,90507;38958,6059;09/05/2023
Rio de Janeiro;Campos;7-FR-15HP-RJS;N5P1;FRADE;Petro Rio Jaguar;480000038969720;2023/03;3.066,8261;0,0000;3.066,8261;28,3028;0,0000;28,3028;876,31600;1.503,3457;FPSO FRADE;UEP;691;2021/02;Frade;19,5;< 290ºC;22.3%;290ºC a 380ºC;16.5%;> 380ºC;61.2%;92,988;4,4186;1,699;0,2605;0,308;0,0853;0,078;0,029;0;0;0;0;0;0;0,1329;0;1,98211;525,90507;38958,6059;09/05/2023
