Estado;Bacia;Nome Poço ANP;Nome Poço Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia) Assoc;Gás Natural (Mm³/dia) N Assoc;Gás Natural (Mm³/dia) Total;Volume Gás Royalties (m³/mês);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados|Lev|Cort;Fração de Destilados|Lev|Vol;Fração de Destilados|Méd|Corte;Fração de Destilados|Méd|Vol;Fração de Destilados|Pes|Corte;Fração de Destilados|Pes|Vol;% em Volumes Metano;% em Volumes Etano;% em Volumes Propano;% em Volumes Iso-Butano;% em Volumes Butano;% em Volumes Iso-Pentano;% em Volumes n-Pentano;% em Volumes Hexanos;% em Volumes Heptanos;% em Volumes Octanos;% em Volumes Nonanos;% em Volumes Decanos;% em Volumes Undecanos;% em Volumes Oxigênio;% em Volumes Nitrogênio;% em Volumes Gás Carbônico;Densidade GLP Gás;Densidade GLP Líquido;PCS GP(kJ/m³);Data de atualização
Rio de Janeiro;Campos;7-MLL-77D-RJS;7MLL77DRJS;MARLIM LESTE;Petrobras;480000039009703;2023/06;2900,4329;0;2900,4329;49,8446;0;49,8446;1264,631;1154,4154;FPSO CIDADE DE NITEROI;UEP;637;2015/07;Marlim Leste;24,7;< 290ºC;32.18%;290ºC a 380ºC;14.2%;> 380ºC;53.62%;68,71;11,32;9,4;1,61;3,51;0,86;1,1;0,78;0,45;0,14;0,02;0,01;0;0,01;0,98;1,1;2,04333;533,22916;40777,9013;07/08/2023 02:49
São Paulo;Santos;7-SPH-3-SPS;7SPH3SPS;SAPINHOÁ;Petrobras;486100038842000;2023/06;19546,9279;0;19546,9279;813,2849;0;813,2849;14362,439;785,2408;FPSO CIDADE DE SÃO PAULO;UEP;689;2023/02;Sapinhoá;30,1;< 270ºC;34.1%;270ºC a 458ºC;27.91%;> 458ºC;37.99%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
São Paulo;Santos;7-SPH-16D-SPS;7SPH16DSPS;SAPINHOÁ;Petrobras;486100038842000;2023/06;7011,9108;0;7011,9108;325,7773;0;325,7773;5753,158;5892,4701;FPSO CIDADE DE ILHA BELA;UEP;693;2023/02;Sapinhoá;30,1;< 270ºC;34.1%;270ºC a 458ºC;27.91%;> 458ºC;37.99%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
São Paulo;Santos;7-SPH-5-SPS;7SPH5SPS;SAPINHOÁ;Petrobras;486100038842000;2023/06;13371,0024;0;13371,0024;609,5566;0;609,5566;10764,641;6226,5773;FPSO CIDADE DE SÃO PAULO;UEP;693;2023/02;Sapinhoá;30,1;< 270ºC;34.1%;270ºC a 458ºC;27.91%;> 458ºC;37.99%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
São Paulo;Santos;7-SPH-1-SPS;7SPH1SPS;SAPINHOÁ;Petrobras;486100038842000;2023/06;7800,3643;0;7800,3643;235,9135;0;235,9135;4166,183;7125,201;FPSO CIDADE DE SÃO PAULO;UEP;693;2023/02;Sapinhoá;30,1;< 270ºC;34.1%;270ºC a 458ºC;27.91%;> 458ºC;37.99%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
São Paulo;Santos;7-SPH-2D-SPS;7SPH2DSPS;SAPINHOÁ;Petrobras;486100038842000;2023/06;10922,0896;0;10922,0896;349,898;0;349,898;6179,125;4421,2641;FPSO CIDADE DE SÃO PAULO;UEP;693;2023/02;Sapinhoá;30,1;< 270ºC;34.1%;270ºC a 458ºC;27.91%;> 458ºC;37.99%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
São Paulo;Santos;7-SPH-22-SPS;7SPH22SPS;SAPINHOÁ;Petrobras;486100038842000;2023/06;18303,0768;0;18303,0768;1193,2779;0;1193,2779;21073,036;18,1308;FPSO CIDADE DE SÃO PAULO;UEP;693;2023/02;Sapinhoá;30,1;< 270ºC;34.1%;270ºC a 458ºC;27.91%;> 458ºC;37.99%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
São Paulo;Santos;7-SPH-20D-SPS;7SPH20DSPS;SAPINHOÁ;Petrobras;486100038842000;2023/06;26683,3023;0;26683,3023;1010,7798;0;1010,7798;17850,158;3792,7529;FPSO CIDADE DE ILHA BELA;UEP;693;2023/02;Sapinhoá;30,1;< 270ºC;34.1%;270ºC a 458ºC;27.91%;> 458ºC;37.99%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
São Paulo;Santos;7-SPH-14D-SPS;7SPH14DSPS;SAPINHOÁ;Petrobras;486100038842000;2023/06;10261,047;0;10261,047;1206,3674;0;1206,3674;21304,192;2743,2512;FPSO CIDADE DE ILHA BELA;UEP;693;2023/02;Sapinhoá;30,1;< 270ºC;34.1%;270ºC a 458ºC;27.91%;> 458ºC;37.99%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
São Paulo;Santos;7-SPH-6-SPS;7SPH6SPS;SAPINHOÁ;Petrobras;486100038842000;2023/06;8035,2966;0;8035,2966;264,6668;0;264,6668;4673,959;11682,1744;FPSO CIDADE DE ILHA BELA;UEP;693;2023/02;Sapinhoá;30,1;< 270ºC;34.1%;270ºC a 458ºC;27.91%;> 458ºC;37.99%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
São Paulo;Santos;7-SPH-17-SPS;7SPH17SPS;SAPINHOÁ;Petrobras;486100038842000;2023/06;10166,1337;0;10166,1337;822,6411;0;822,6411;14527,667;11076,5273;FPSO CIDADE DE ILHA BELA;UEP;693;2023/02;Sapinhoá;30,1;< 270ºC;34.1%;270ºC a 458ºC;27.91%;> 458ºC;37.99%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
São Paulo;Santos;7-SPH-15D-SPS;7SPH15DSPS;SAPINHOÁ;Petrobras;486100038842000;2023/06;0,0656;0;0,0656;0,0019;0;0,0019;0,033;0,1944;FPSO CIDADE DE ILHA BELA;UEP;1;2023/02;Sapinhoá;30,1;< 270ºC;34.1%;270ºC a 458ºC;27.91%;> 458ºC;37.99%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
São Paulo;Santos;7-SPH-8-SPS;7SPH8SPS;SAPINHOÁ;Petrobras;486100038842000;2023/06;22672,8741;0;22672,8741;812,6855;0;812,6855;14351,853;914,5082;FPSO CIDADE DE ILHA BELA;UEP;693;2023/02;Sapinhoá;30,1;< 270ºC;34.1%;270ºC a 458ºC;27.91%;> 458ºC;37.99%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
São Paulo;Santos;7-SPH-4D-SPS;7SPH4DSPS;SAPINHOÁ;Petrobras;486100038842000;2023/06;13719,7971;0;13719,7971;434,4938;0;434,4938;7673,068;5818,3546;FPSO CIDADE DE SÃO PAULO;UEP;691;2023/02;Sapinhoá;30,1;< 270ºC;34.1%;270ºC a 458ºC;27.91%;> 458ºC;37.99%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
São Paulo;Santos;7-SPH-7D-SPS;7SPH7DSPS;SAPINHOÁ;Petrobras;486100038842000;2023/06;10974,6953;0;10974,6953;426,822;0;426,822;7537,586;1840,494;FPSO CIDADE DE ILHA BELA;UEP;693;2023/02;Sapinhoá;30,1;< 270ºC;34.1%;270ºC a 458ºC;27.91%;> 458ºC;37.99%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
Rio de Janeiro;Santos;7-ITP-3A-RJS;7-ITP-3A-RJS;ITAPU;Petrobras;48610012913201005;2023/06;13236,6462;0;13236,6462;177,4204;0;177,4204;1234,149;29,8248;PETROBRAS 71;UEP;239;2023/02;ITAPU;29,3;< 270ºC;34.45%;270ºC a 458ºC;28.01%;> 458ºC;37.54%;66,463;16,344;11,087;1,351;2,648;0,343;0,425;0,207;0,133;0,048;0,006;0,001;0;0,007;0,846;0,091;1,99048;526,91151;42951,0209;07/08/2023 02:49
Rio de Janeiro;Santos;9-ITP-1-RJS;9ITP1RJS;ITAPU;Petrobras;48610012913201005;2023/06;188,4087;0;188,4087;2,4883;0;2,4883;17,308;0,3625;PETROBRAS 71;UEP;3;2023/02;ITAPU;29,3;< 270ºC;34.45%;270ºC a 458ºC;28.01%;> 458ºC;37.54%;66,463;16,344;11,087;1,351;2,648;0,343;0,425;0,207;0,133;0,048;0,006;0,001;0;0,007;0,846;0,091;1,99048;526,91151;42951,0209;07/08/2023 02:49
Rio de Janeiro;Santos;1-BRSA-1116-RJS;1RJS704;ITAPU;Petrobras;48610012913201005;2023/06;25632,7482;0;25632,7482;338,1376;0;338,1376;2352,109;33,0391;PETROBRAS 71;UEP;362;2023/02;ITAPU;29,3;< 270ºC;34.45%;270ºC a 458ºC;28.01%;> 458ºC;37.54%;66,463;16,344;11,087;1,351;2,648;0,343;0,425;0,207;0,133;0,048;0,006;0,001;0;0,007;0,846;0,091;1,99048;526,91151;42951,0209;07/08/2023 02:49
